gene,rpkm_normal,rpkm_tumoral,chromosome,p_or_q,locus
DEFB128|245939_calculated,0.0012,0.0041,20,p,
Mir_1302|?|7of7_calculated,0.0012,0.0041,,,
RN7SK|125050|100of128_calculated,0.0012,0.0037,6,p,
TRNA_His|?|2of7_calculated,0.0012,0.0037,,,
CT47B1|643311_calculated,0.0012,0.0034,X,q,
OR10A6|390093_calculated,0.0012,0.0034,11,p,
LINC00251|552859_calculated,0.0012,0.0034,8,q,
DQ592438|?_calculated,0.0012,0.0034,,,
OR11H2|79334_calculated,0.0012,0.003,14,q,
OR52E2|119678_calculated,0.0012,0.003,11,p,
DQ601165|?_calculated,0.0012,0.0029,,,
DQ574302|?_calculated,0.0012,0.0028,,,
RNASE12|493901_calculated,0.0012,0.0026,14,q,
LOC440970|440970_calculated,0.0012,0.0026,,,
OR2W5|441932_calculated,0.0012,0.0023,1,q,
MBD3L3|653657_calculated,0.0012,0.0022,19,p,
RBSG2|?_calculated,0.0012,0.0022,,,
DQ573660|?_calculated,0.0012,0.002,,,
RNU6ATAC|100151684|11of14_calculated,0.0012,0.0019,9,q,
GK2|2712_calculated,0.0012,0.0019,4,q,
RN7SK|125050|55of128_calculated,0.0012,0.0017,6,p,
FLJ31662|440594_calculated,0.0012,0.0014,,,
GPCRLTM7|100272148_calculated,0.0012,0.0012,,,
OR4D2|124538_calculated,0.0012,0.0011,17,q,
DQ597560|?|1of2_calculated,0.0012,0.0011,,,
DQ584199|?|2of2_calculated,0.0012,0.001,,,
U6|?|78of178_calculated,0.0012,0.001,,,
DAZ3|57054_calculated,0.0012,0.0009,Y,q,
FAM95B1|100133036|2of2_calculated,0.0012,0.0009,9,p,
BX647900|?_calculated,0.0012,0.0008,,,
OR4K17|390436_calculated,0.0012,0.0007,14,q,
OR5L1|219437_calculated,0.0012,0.0007,11,q,
IFNA16|3449_calculated,0.0012,0.0007,9,p,
OR14C36|127066_calculated,0.0012,0.0007,1,q,
TRNA_Pseudo|?|56of100_calculated,0.0012,0.0007,,,
MIR3689D1|100616131_calculated,0.0012,0.0006,9,,
BC007940|?_calculated,0.0012,0.0006,,,
OR2M5|127059_calculated,0.0012,0.0005,1,q,
TRNA_Leu|?|30of37_calculated,0.0012,0.0005,,,
EF565118|?_calculated,0.0012,0.0005,,,
DQ582448|?|5of5_calculated,0.0012,0.0004,,,
TRNA_Ile|?|17of21_calculated,0.0012,0.0002,,,
DEFB113|245927_calculated,0.0012,0.0001,6,p,
DQ600225|?_calculated,0.0012,0,,,
Mir_548|?|66of83_calculated,0.0012,0,,,
DQ582032|?|1of2_calculated,0.0012,0,,,
LOC285577|285577_calculated,0.0011,0.0645,,,
U6|?|54of178_calculated,0.0011,0.0128,,,
TRNA_Asn|?|27of32_calculated,0.0011,0.0113,,,
DQ573684|?|11of23_calculated,0.0011,0.0105,,,
OR6C70|390327_calculated,0.0011,0.0098,12,q,
5S_rRNA|?|54of139_calculated,0.0011,0.0072,,,
OR4A47|403253_calculated,0.0011,0.0058,11,p,
MIR4778|100616464_calculated,0.0011,0.0048,2,,
LYZL1|84569_calculated,0.0011,0.0046,10,p,
DAOA-AS1|282706_calculated,0.0011,0.0043,13,q,
FOXB2|442425_calculated,0.0011,0.0037,9,q,
CDRT15P2|644694_calculated,0.0011,0.0036,17,p,
DQ579683|?_calculated,0.0011,0.0035,,,
OR6C6|283365_calculated,0.0011,0.003,12,q,
SNORD46|94161|1of2_calculated,0.0011,0.0027,1,p,
MAGEA9|4108_calculated,0.0011,0.0026,X,q,
C10orf53|282966_calculated,0.0011,0.0021,10,q,
OR4F21|441308_calculated,0.0011,0.0021,8,p,
TECRL|253017_calculated,0.0011,0.0021,4,q,
OR10C1|442194_calculated,0.0011,0.0019,6,p,22.2-
BC041879|?|1of2_calculated,0.0011,0.0019,,,
Mir_548|?|68of83_calculated,0.0011,0.0018,,,
RN7SK|125050|69of128_calculated,0.0011,0.0016,6,p,
OR5F1|338674_calculated,0.0011,0.0015,11,q,
NPVF|64111_calculated,0.0011,0.0015,7,p,21-
LOC441025|441025_calculated,0.0011,0.0013,,,
DQ588973|?|4of5_calculated,0.0011,0.0012,,,
MIR380|494329_calculated,0.0011,0.0011,14,q,
Metazoa_SRP|?|24of109_calculated,0.0011,0.0011,,,
LOC286370|286370_calculated,0.0011,0.0011,,,
RN7SK|125050|58of128_calculated,0.0011,0.001,6,p,
MIR1973|100302290_calculated,0.0011,0.001,4,,
U6|?|94of178_calculated,0.0011,0.0009,,,
OR51G1|79324_calculated,0.0011,0.0008,11,p,
Mir_548|?|38of83_calculated,0.0011,0.0008,,,
BPIFB3|359710_calculated,0.0011,0.0007,20,q,
RGPD6|729540|1of2_calculated,0.0011,0.0007,2,q,
DQ571461|?|10of10_calculated,0.0011,0.0007,,,
OR5A2|219981_calculated,0.0011,0.0005,11,q,
DQ586576|?_calculated,0.0011,0.0004,,,
TRNA_Ile|?|14of21_calculated,0.0011,0.0004,,,
KRTAP19-2|337969_calculated,0.0011,0,21,q,
DQ582073|?|3of9_calculated,0.0011,0,,,
FTLP10|100130017_calculated,0.001,0.0918,4,q,
DQ581928|?_calculated,0.001,0.0113,,,
TSPY3|728137|1of3_calculated,0.001,0.0103,Y,p,
BC042876|?_calculated,0.001,0.007,,,
MAGEB10|139422_calculated,0.001,0.0069,X,p,
KRTAP10-8|386681_calculated,0.001,0.0052,21,q,
Mir_584|?|37of49_calculated,0.001,0.0047,,,
DQ597272|?_calculated,0.001,0.0045,,,
JA536032|?|2of2_calculated,0.001,0.0045,,,
BC036258|?_calculated,0.001,0.0037,,,
BC148240|?_calculated,0.001,0.0036,,,
RN7SK|125050|36of128_calculated,0.001,0.0035,6,p,
MAGEA9B|728269_calculated,0.001,0.0029,X,p,
5S_rRNA|?|138of139_calculated,0.001,0.0029,,,
Metazoa_SRP|?|70of109_calculated,0.001,0.0029,,,
CXorf66|347487_calculated,0.001,0.0028,X,q,
DQ576414|?_calculated,0.001,0.0028,,,
NF1P2|440225|1of2_calculated,0.001,0.0026,15,q,
OR2F1|26211_calculated,0.001,0.0025,7,q,
H1FOO|132243_calculated,0.001,0.0025,3,q,
AK056505|?_calculated,0.001,0.0024,,,
LOC253044|253044_calculated,0.001,0.0022,,,
LOC1720|1720_calculated,0.001,0.0018,,,
P712P|?|1of3_calculated,0.001,0.0018,,,
BC042039|?_calculated,0.001,0.0017,,,
LCN9|392399_calculated,0.001,0.0016,9,q,
Mir_548|?|20of83_calculated,0.001,0.0016,,,
KRTAP21-2|337978_calculated,0.001,0.0015,21,q,
OR4C46|119749_calculated,0.001,0.0015,11,p,
TRNA|?|3of66_calculated,0.001,0.0014,,,
DQ571776|?|1of7_calculated,0.001,0.0012,,,
BC043288|?_calculated,0.001,0.0012,,,
OR8J3|81168_calculated,0.001,0.0011,11,q,
OR5D13|390142_calculated,0.001,0.0007,11,q,
OR4A5|81318_calculated,0.001,0.0006,11,p,
Metazoa_SRP|?|45of109_calculated,0.001,0.0006,,,
GOLGA8DP|100132979_calculated,0.001,0.0005,15,q,
DEFB106A|245909|2of2_calculated,0.001,0.0005,8,p,
OR5K3|403277_calculated,0.001,0.0005,3,q,
OR51A2|401667_calculated,0.001,0.0004,11,p,
LOC388312|?|2of2_calculated,0.001,0.0002,,,
DQ587539|?|3of27_calculated,0.001,0.0001,,,
MIR1298|100302153_calculated,0.001,0,X,,
DQ599733|?|1of2_calculated,0.001,0,,,
DQ584058|?_calculated,0.001,0,,,
FLJ26245|400533_calculated,0.0009,0.0622,,,
LOC348120|348120_calculated,0.0009,0.0188,,,
DQ575099|?_calculated,0.0009,0.0066,,,
CSH2|1443_calculated,0.0009,0.0065,17,q,22-
SNORD115-40|100033814_calculated,0.0009,0.0049,15,q,
MIR4510|100616293_calculated,0.0009,0.0047,15,,
DQ585914|?|2of4_calculated,0.0009,0.0046,,,
MIR3914-1|100500836_calculated,0.0009,0.0042,7,,
Metazoa_SRP|?|7of109_calculated,0.0009,0.0042,,,
MIR1305|100302270_calculated,0.0009,0.0041,4,q,
KRTAP19-4|337971_calculated,0.0009,0.004,21,q,
OR5P2|120065_calculated,0.0009,0.0038,11,p,
AK058053|?_calculated,0.0009,0.0033,,,
U6|?|48of178_calculated,0.0009,0.0031,,,
hCG_1816075|?_calculated,0.0009,0.0031,,,
RN7SK|125050|71of128_calculated,0.0009,0.003,6,p,
DQ595265|?_calculated,0.0009,0.003,,,
GRXCR1|389207_calculated,0.0009,0.0028,4,p,
U4|?|4of18_calculated,0.0009,0.0027,,,
AK057554|?_calculated,0.0009,0.0022,,,
MBD3L2|125997_calculated,0.0009,0.0021,19,p,
RN7SK|125050|54of128_calculated,0.0009,0.0021,6,p,
DQ581393|?_calculated,0.0009,0.0021,,,
BC036310|?_calculated,0.0009,0.002,,,
LINC00290|728081_calculated,0.0009,0.0019,4,q,
DQ594165|?_calculated,0.0009,0.0018,,,
RNASE9|390443_calculated,0.0009,0.0016,14,q,
IFNA14|3448_calculated,0.0009,0.0016,9,p,
OR2J2|26707_calculated,0.0009,0.0016,6,p,22.2-
ACTR3BP2|440888_calculated,0.0009,0.0016,2,p,
CYLC1|1538_calculated,0.0009,0.0015,X,q,
VENTXP1|139538_calculated,0.0009,0.0015,X,p,
IFNA17|3451_calculated,0.0009,0.0014,9,p,
Metazoa_SRP|?|14of109_calculated,0.0009,0.0014,,,
PPIAL4E|730262_calculated,0.0009,0.0013,1,q,
BC041342|?_calculated,0.0009,0.0012,,,
DQ570150|?|2of11_calculated,0.0009,0.0012,,,
LOC100507362|100507362_calculated,0.0009,0.0012,,,
NUP210P1|255330_calculated,0.0009,0.0011,3,q,
DQ590088|?_calculated,0.0009,0.0011,,,
MIR409|574413_calculated,0.0009,0.001,14,q,
Mir_544|?|10of34_calculated,0.0009,0.0009,,,
BC043264|?_calculated,0.0009,0.0009,,,
GOLGA8F|100132565|1of2_calculated,0.0009,0.0008,15,q,
OR1S1|219959_calculated,0.0009,0.0007,11,q,
TAS2R7|50837_calculated,0.0009,0.0006,12,p,
U6|?|81of178_calculated,0.0009,0.0005,,,
RGPD6|729540|2of2_calculated,0.0009,0.0004,2,q,
TRIM64|120146_calculated,0.0009,0.0001,11,q,
DQ600693|?|2of2_calculated,0.0008,0.0102,,,
U6|?|82of178_calculated,0.0008,0.0067,,,
5S_rRNA|?|84of139_calculated,0.0008,0.0053,,,
TRNA_Pseudo|?|46of100_calculated,0.0008,0.0051,,,
TRNA_Leu|?|2of37_calculated,0.0008,0.0049,,,
DQ598149|?_calculated,0.0008,0.0047,,,
MIR3914-2|100500920_calculated,0.0008,0.0042,7,,
Mir_633|?|1of12_calculated,0.0008,0.0041,,,
POTEM|641455|2of2_calculated,0.0008,0.0038,14,q,
MIR891A|100126341_calculated,0.0008,0.0037,X,q,
U2|?|9of21_calculated,0.0008,0.0032,,,
NEUROD4|58158_calculated,0.0008,0.003,12,q,
DQ583543|?_calculated,0.0008,0.003,,,
ACTRT1|139741_calculated,0.0008,0.0025,X,q,
DQ585847|?|2of2_calculated,0.0008,0.0025,,,
OR4C45|403257_calculated,0.0008,0.0024,11,p,
OR5AN1|390195_calculated,0.0008,0.0024,11,q,
OR10R2|343406_calculated,0.0008,0.0022,1,q,
KRTAP9-2|83899_calculated,0.0008,0.0021,17,q,
LOC100505619|100505619_calculated,0.0008,0.0021,,,
OR4L1|122742_calculated,0.0008,0.0019,14,q,
OR2T2|401992_calculated,0.0008,0.0019,1,q,
OR4F15|390649_calculated,0.0008,0.0018,15,q,
KRTAP4-9|100132386_calculated,0.0008,0.0017,17,q,
PRAMEF1|65121_calculated,0.0008,0.0012,1,p,
PRAMEF20|645425|2of2_calculated,0.0008,0.0012,1,p,
miR-449b-3P|?_calculated,0.0008,0.0011,,,
AK302306|?_calculated,0.0008,0.0009,,,
OR5K4|403278_calculated,0.0008,0.0008,3,q,
LOC120824|120824_calculated,0.0008,0.0008,,,
OR6C4|341418_calculated,0.0008,0.0007,12,q,
LOC146481|146481_calculated,0.0008,0.0007,,,
PRAMEF18|391003|1of2_calculated,0.0008,0.0006,1,p,
LOC100271836|100271836|1of2_calculated,0.0008,0.0006,,,
DQ595963|?_calculated,0.0008,0.0006,,,
TRNA_Pseudo|?|51of100_calculated,0.0008,0.0006,,,
LOC642826|642826|2of2_calculated,0.0008,0.0004,,,
DQ580766|?|1of3_calculated,0.0008,0.0004,,,
TRNA_Leu|?|32of37_calculated,0.0008,0.0002,,,
Mir_548|?|63of83_calculated,0.0008,0.0002,,,
SNORD115-16|100033454_calculated,0.0008,0,15,q,
DQ583497|?_calculated,0.0008,0,,,
DQ583069|?_calculated,0.0008,0,,,
DQ570150|?|3of11_calculated,0.0008,0,,,
CFHR2|3080_calculated,0.0007,0.0121,1,q,
TRNA_Ala|?|32of43_calculated,0.0007,0.0094,,,
LCE2C|353140_calculated,0.0007,0.0071,1,q,
THEG5|100507527_calculated,0.0007,0.0039,,,
BC044946|?_calculated,0.0007,0.0039,,,
KRTAP4-2|85291_calculated,0.0007,0.0033,17,q,
FAM99B|100132464_calculated,0.0007,0.0032,11,p,
MIR2114|100313839_calculated,0.0007,0.0029,X,,
KIR3DL3|115653|1of2_calculated,0.0007,0.0028,19,q,
FTMT|94033_calculated,0.0007,0.0022,5,q,
OR1S2|219958_calculated,0.0007,0.002,11,q,
KRT82|3888_calculated,0.0007,0.0019,12,q,
OR4C11|219429_calculated,0.0007,0.0019,11,q,
MIR888|100126306_calculated,0.0007,0.0018,X,q,
FAM75A6|389730_calculated,0.0007,0.0017,,,
BC041341|?_calculated,0.0007,0.0016,,,
OR10J1|26476_calculated,0.0007,0.0013,1,q,
5S_rRNA|?|110of139_calculated,0.0007,0.0012,,,
BOD1L2|284257_calculated,0.0007,0.0011,18,q,
Metazoa_SRP|?|71of109_calculated,0.0007,0.0011,,,
SNAR-A12|100126800|1of2_calculated,0.0007,0.001,19,q,
REXO1L1|254958|2of5_calculated,0.0007,0.001,,,
PRAMEF18|391003|2of2_calculated,0.0007,0.0009,1,p,
Mir_548|?|36of83_calculated,0.0007,0.0009,,,
GOLGA6D|653643_calculated,0.0007,0.0008,15,q,
GOLGA8F|100132565|2of2_calculated,0.0007,0.0008,15,q,
OR8H3|390152_calculated,0.0007,0.0008,11,q,
PRAMEF8|391002|1of3_calculated,0.0007,0.0007,1,p,
OPN1MW|2652|1of2_calculated,0.0007,0.0005,X,q,
RBMY2FP|159162_calculated,0.0007,0.0004,Y,q,
NPS|594857_calculated,0.0007,0.0004,10,q,
OR2T35|403244_calculated,0.0007,0.0004,1,q,
OPN1MW|2652|2of2_calculated,0.0007,0.0003,X,q,
OR4A16|81327_calculated,0.0007,0.0003,11,q,
DQ578838|?|7of8_calculated,0.0007,0.0001,,,
DQ600835|?_calculated,0.0007,0,,,
DQ591735|?|7of8_calculated,0.0007,0,,,
FLJ36000|284124_calculated,0.0006,0.0165,,,
Mir_652|?|2of17_calculated,0.0006,0.0104,,,
CT45A6|541465_calculated,0.0006,0.0078,X,q,
Mir_544|?|26of34_calculated,0.0006,0.0066,,,
DQ598314|?_calculated,0.0006,0.0049,,,
TRNA|?|62of66_calculated,0.0006,0.0044,,,
BC038759|?_calculated,0.0006,0.0036,,,
KRTAP2-4|85294_calculated,0.0006,0.0031,17,q,
DQ578665|?_calculated,0.0006,0.0031,,,
LCE2B|26239_calculated,0.0006,0.003,1,q,
DEFA1|1667|2of3_calculated,0.0006,0.0028,8,p,
DQ589253|?_calculated,0.0006,0.0028,,,
OR6C3|254786_calculated,0.0006,0.0027,12,q,
OR8H1|219469_calculated,0.0006,0.0027,11,q,
OR8B8|26493_calculated,0.0006,0.0025,11,q,
MIR375|494324_calculated,0.0006,0.0025,2,q,
LOC255654|255654_calculated,0.0006,0.0024,,,
GQ422373|?_calculated,0.0006,0.0024,,,
OR4S1|256148_calculated,0.0006,0.0018,11,p,
IFNA10|3446_calculated,0.0006,0.0017,9,p,
OR4F17|81099_calculated,0.0006,0.0016,19,p,
U6|?|40of178_calculated,0.0006,0.0016,,,
F9|2158_calculated,0.0006,0.0014,X,q,26.3-
OR10G4|390264_calculated,0.0006,0.0013,11,q,
U3|?|12of12_calculated,0.0006,0.0012,,,
DQ596669|?_calculated,0.0006,0.0011,,,
Mir_652|?|17of17_calculated,0.0006,0.001,,,
RN7SK|125050|16of128_calculated,0.0006,0.0009,6,p,
DQ594669|?|2of2_calculated,0.0006,0.0009,,,
CR627206|?_calculated,0.0006,0.0009,,,
OR8I2|120586_calculated,0.0006,0.0007,11,q,
DEFB106A|245909|1of2_calculated,0.0006,0.0007,8,p,
LCE4A|199834_calculated,0.0006,0.0007,1,q,
DQ589635|?_calculated,0.0006,0.0006,,,
DDX11L_family_member|?_calculated,0.0006,0.0006,,,
Metazoa_SRP|?|25of109_calculated,0.0006,0.0005,,,
TRNA_Pseudo|?|100of100_calculated,0.0006,0.0004,,,
ZNF705B|100132396_calculated,0.0006,0.0002,8,p,
FAM197Y2P|252946|4of5_calculated,0.0006,0.0002,,,
DQ589004|?_calculated,0.0006,0,,,
DSCR10|259234_calculated,0.0005,0.0201,21,q,
GAGE12I|26748|1of2_calculated,0.0005,0.0143,X,p,
Y_RNA|?|16of90_calculated,0.0005,0.0049,,,
Mir_340|?|2of12_calculated,0.0005,0.0038,,,
DQ574306|?_calculated,0.0005,0.0035,,,
DQ586768|?|5of10_calculated,0.0005,0.0035,,,
PRAMEF12|390999_calculated,0.0005,0.003,1,p,
GGT2|728441_calculated,0.0005,0.0026,22,q,
OR1D2|4991_calculated,0.0005,0.0024,17,p,
LOC646813|646813_calculated,0.0005,0.0022,,,
U1|?|9of13_calculated,0.0005,0.0022,,,
LOC100129935|100129935_calculated,0.0005,0.0021,,,
MIR1911|100302222_calculated,0.0005,0.002,X,,
KRTAP22-2|100288287_calculated,0.0005,0.0019,21,q,
TAAR9|134860_calculated,0.0005,0.0019,6,q,
Y_RNA|?|24of90_calculated,0.0005,0.0019,,,
CSHL1|1444_calculated,0.0005,0.0018,17,q,22-
SNORD114-22|767600_calculated,0.0005,0.0018,14,q,
C10orf96|374355_calculated,0.0005,0.0017,,,
CDRT15L2|256223_calculated,0.0005,0.0016,17,p,
DEFB110|245913_calculated,0.0005,0.0016,6,p,
U1|?|4of13_calculated,0.0005,0.0016,,,
OR4K15|81127_calculated,0.0005,0.0014,14,q,
TRNA|?|50of66_calculated,0.0005,0.0014,,,
DQ575305|?_calculated,0.0005,0.0013,,,
SNORD115-6|100033443_calculated,0.0005,0.0012,15,q,
C9orf62|157927_calculated,0.0005,0.0012,9,q,
HHLA1|10086_calculated,0.0005,0.0012,8,q,
OR10A7|121364_calculated,0.0005,0.0011,12,q,
KCNIP4-IT1|359822_calculated,0.0005,0.0011,4,p,
FAM75D3|389762_calculated,0.0005,0.0011,,,
POM121L12|285877_calculated,0.0005,0.001,7,p,
5S_rRNA|?|1of139_calculated,0.0005,0.001,,,
OR5T2|219464_calculated,0.0005,0.0009,11,q,
C7orf62|219557_calculated,0.0005,0.0009,7,q,
DQ588439|?|4of7_calculated,0.0005,0.0009,,,
LOC283688|283688_calculated,0.0005,0.0009,,,
OR9K2|441639_calculated,0.0005,0.0008,12,q,
U7|?|2of35_calculated,0.0005,0.0008,,,
X69637|?|2of2_calculated,0.0005,0.0008,,,
AX747639|?|1of2_calculated,0.0005,0.0008,,,
LOC339568|339568_calculated,0.0005,0.0008,,,
AK097816|?_calculated,0.0005,0.0007,,,
RN7SK|125050|123of128_calculated,0.0005,0.0006,6,p,
AK126080|?|1of2_calculated,0.0005,0.0006,,,
FAM74A1|401507_calculated,0.0005,0.0005,9,p,
POTED|317754|2of2_calculated,0.0005,0.0003,21,q,
AF420437|?|1of3_calculated,0.0005,0.0002,,,
DQ591415|?|3of5_calculated,0.0005,0.0002,,,
DQ581615|?|3of5_calculated,0.0005,0.0002,,,
DQ596866|?|2of2_calculated,0.0005,0.0002,,,
TTTY7|246122|1of2_calculated,0.0005,0.0001,Y,p,
MBD3L5|284428_calculated,0.0005,0.0001,19,p,
RN7SK|125050|107of128_calculated,0.0005,0.0001,6,p,
PRAMEF14|729528_calculated,0.0005,0.0001,1,p,
FAM90A13P|441314|3of3_calculated,0.0005,0,8,p,
DQ588066|?|2of2_calculated,0.0005,0,,,
MIR4255|100422898_calculated,0.0004,0.008,1,,
AK130852|?_calculated,0.0004,0.0063,,,
MIR892A|100126342_calculated,0.0004,0.0036,X,q,
OR13C3|138803_calculated,0.0004,0.0036,9,q,
LCE2D|353141_calculated,0.0004,0.0036,1,q,
DQ591093|?_calculated,0.0004,0.0035,,,
MIR512-2|574459|1of2_calculated,0.0004,0.0034,19,q,
MIR660|724030_calculated,0.0004,0.0032,X,p,
MIR30B|407030_calculated,0.0004,0.0026,8,q,
LINC00606|285370_calculated,0.0004,0.0026,3,p,
KRTAP4-7|100132476_calculated,0.0004,0.0019,17,q,
DQ573749|?_calculated,0.0004,0.0017,,,
DQ656008|?_calculated,0.0004,0.0017,,,
DQ596700|?_calculated,0.0004,0.0017,,,
TRNA_Asp|?|16of18_calculated,0.0004,0.0016,,,
TRNA_Leu|?|19of37_calculated,0.0004,0.0015,,,
HIST1H2AA|221613_calculated,0.0004,0.0013,6,p,
Metazoa_SRP|?|88of109_calculated,0.0004,0.0013,,,
OR13C9|286362_calculated,0.0004,0.0012,9,q,
Metazoa_SRP|?|30of109_calculated,0.0004,0.0012,,,
LOC729444|729444_calculated,0.0004,0.0012,,,
ATXN3L|92552_calculated,0.0004,0.0011,X,p,
FAM75A3|727830_calculated,0.0004,0.0011,,,
RN7SK|125050|29of128_calculated,0.0004,0.001,6,p,
DQ584521|?_calculated,0.0004,0.001,,,
OR5H14|403273_calculated,0.0004,0.0009,3,q,
RN7SK|125050|31of128_calculated,0.0004,0.0008,6,p,
LOC643648|?_calculated,0.0004,0.0008,,,
MYF5|4617_calculated,0.0004,0.0006,12,q,
OR5H15|403274_calculated,0.0004,0.0005,3,q,
DQ582305|?_calculated,0.0004,0.0005,,,
AK310876|?|3of4_calculated,0.0004,0.0005,,,
PRAMEF6|440561|2of2_calculated,0.0004,0.0004,1,p,
DQ584722|?_calculated,0.0004,0.0004,,,
FRMPD2P1|728798|2of2_calculated,0.0004,0.0003,,,
LINC00230B|401629|2of2_calculated,0.0004,0.0002,,,
GOLGA2P2Y|84559|1of2_calculated,0.0004,0.0001,Y,q,
F8A3|474384|3of3_calculated,0.0004,0.0001,X,q,
DEFB104A|140596|1of2_calculated,0.0004,0.0001,8,p,
DQ578838|?|2of8_calculated,0.0004,0,,,
LOC647264|?_calculated,0.0003,0.0056,,,
RN7SK|125050|89of128_calculated,0.0003,0.0046,6,p,
SNORA3|619562|2of2_calculated,0.0003,0.0037,,,
MIR548H3|100302287|2of2_calculated,0.0003,0.0032,17,p,
MIR586|693171_calculated,0.0003,0.0031,6,p,
MIR181A1|406995_calculated,0.0003,0.0031,1,q,
LOC100287704|100287704_calculated,0.0003,0.0031,,,
OR4P4|81300_calculated,0.0003,0.003,11,q,
TRNA_Cys|?|15of29_calculated,0.0003,0.0028,,,
EIF3IP1|442720_calculated,0.0003,0.0027,7,q,
TSPY3|728137|2of3_calculated,0.0003,0.0026,Y,p,
Mir_548|?|56of83_calculated,0.0003,0.0022,,,
OR6C76|390326_calculated,0.0003,0.0016,12,q,
OR6N2|81442_calculated,0.0003,0.0015,1,q,
HSFY1P1|27437_calculated,0.0003,0.0014,22,q,
OR1C1|26188_calculated,0.0003,0.0014,1,q,
AB231705|?_calculated,0.0003,0.0012,,,
OR4F4|26682_calculated,0.0003,0.0011,15,q,
OR5H1|26341_calculated,0.0003,0.001,3,q,
FAM74A4|401508_calculated,0.0003,0.0009,9,q,
AK097624|?_calculated,0.0003,0.0009,,,
OR5D16|390144_calculated,0.0003,0.0008,11,q,
OR9I1|219954|2of2_calculated,0.0003,0.0006,11,q,
TRIM51P4|399940|2of2_calculated,0.0003,0.0006,,,
AX747578|?_calculated,0.0003,0.0006,,,
DQ571410|?_calculated,0.0003,0.0005,,,
OR5R1|219479_calculated,0.0003,0.0003,11,q,
DUX4L3|653548|2of3_calculated,0.0003,0.0003,4,q,
BC058012|?|2of2_calculated,0.0003,0.0003,,,
XAGE1D|9503|4of5_calculated,0.0003,0.0002,X,p,
ZNF658B|401509|1of2_calculated,0.0003,0.0002,9,q,
CDY2B|203611_calculated,0.0003,0.0001,Y,q,
POM121L7|728418|2of2_calculated,0.0003,0.0001,22,q,
TRIM49L1|729384|2of2_calculated,0.0003,0.0001,,,
FAM197Y2P|252946|2of5_calculated,0.0003,0.0001,,,
SNORD115-17|100033455|1of3_calculated,0.0003,0,15,q,
DQ586202|?_calculated,0.0003,0,,,
DQ597703|?|4of6_calculated,0.0003,0,,,
Metazoa_SRP|?|26of109_calculated,0.0003,0,,,
AL953854.2-002|?|2of2_calculated,0.0003,0,,,
DQ594410|?_calculated,0.0002,0.0264,,,
DQ573663|?|2of2_calculated,0.0002,0.0062,,,
Y_RNA|?|51of90_calculated,0.0002,0.0061,,,
PDHA2|5161_calculated,0.0002,0.0059,4,q,22-
tRNA_Pro|?|15of20_calculated,0.0002,0.0055,,,
Mir_649|?|3of3_calculated,0.0002,0.0047,,,
DQ575070|?_calculated,0.0002,0.0035,,,
KRTAP8-1|337879_calculated,0.0002,0.0032,21,q,
DQ589348|?|5of5_calculated,0.0002,0.0032,,,
TRIM51P4|399940|1of2_calculated,0.0002,0.0031,,,
DQ585001|?_calculated,0.0002,0.0028,,,
LINC00317|378828_calculated,0.0002,0.0022,21,q,
DQ591967|?_calculated,0.0002,0.0021,,,
MRGPRX1|259249_calculated,0.0002,0.0018,11,p,
OR5AS1|219447_calculated,0.0002,0.0015,11,q,
5S_rRNA|?|68of139_calculated,0.0002,0.0015,,,
TRNA_Pseudo|?|43of100_calculated,0.0002,0.0014,,,
OR2W1|26692_calculated,0.0002,0.0012,6,p,
Mir_633|?|6of12_calculated,0.0002,0.0011,,,
OR13C4|138804_calculated,0.0002,0.001,9,q,
PRAMEF16|654348_calculated,0.0002,0.001,1,p,
SPANXN2|494119_calculated,0.0002,0.0008,X,q,
OR4K1|79544_calculated,0.0002,0.0008,14,q,
OR5I1|10798_calculated,0.0002,0.0008,11,q,
LOC100507205|100507205_calculated,0.0002,0.0008,,,
OR6K6|128371_calculated,0.0002,0.0007,1,q,
BC039665|?_calculated,0.0002,0.0007,,,
HIST2H2AA3|8337|2of2_calculated,0.0002,0.0006,1,q,
OR2T5|401993_calculated,0.0002,0.0006,1,q,
CNGA2|1260_calculated,0.0002,0.0005,X,q,
LOC100506050|100506050_calculated,0.0002,0.0005,,,
OR5M10|390167_calculated,0.0002,0.0004,11,q,
LINC00293|497634_calculated,0.0002,0.0004,8,q,
BC032914|?_calculated,0.0002,0.0004,,,
FAM75D4|389761_calculated,0.0002,0.0004,,,
DUX4L3|653548|3of3_calculated,0.0002,0.0003,4,q,
SPACA5|389852|2of2_calculated,0.0002,0.0002,X,p,
ZNF658B|401509|2of2_calculated,0.0002,0.0002,9,q,
DUX4L4|441056|2of4_calculated,0.0002,0.0002,4,q,
FRG2|448831|2of2_calculated,0.0002,0.0002,4,q,
CT47A6|728062_calculated,0.0002,0.0001,X,q,
SPDYE8P|389517|1of3_calculated,0.0002,0.0001,7,q,
TRIM53P|642569|1of2_calculated,0.0002,0.0001,,,
TRIM53P|642569|2of2_calculated,0.0002,0.0001,,,
LOC641298|641298|2of2_calculated,0.0002,0.0001,,,
SCXB|642658|1of2_calculated,0.0002,0.0001,,,
FAM197Y2P|252946|3of5_calculated,0.0002,0.0001,,,
DEFT1P|170949|1of2_calculated,0.0002,0,8,p,
FAM90A13P|441314|2of3_calculated,0.0002,0,8,p,
DQ580945|?_calculated,0.0002,0,,,
